passage_id,question,passage,has_answer
1999_688_10,Ile osób jest wymaganych do utworzenia komitetu inicjatywy ustawodawczej?,"1. Pełnomocnik komitetu wnosi do Marszałka Sejmu projekt ustawy z załączonym
  wykazem podpisów obywateli popierających projekt.
2. Projekt ustawy wraz z załączonym wykazem podpisów obywateli popierających
  projekt nie może zostać wniesiony później niż 3 miesiące od daty
  postanowienia Marszałka Sejmu o przyjęciu zawiadomienia o utworzeniu
  komitetu lub postanowienia Sądu Najwyższego, o którym mowa w art. 7 ust. 1.
3. Jeżeli projekt ustawy został wniesiony, zgodnie z postanowieniami art. 7
  ust. 2, art. 9 ust. 2 oraz art. 10 ust. 2, Marszałek Sejmu kieruje projekt
  ustawy do pierwszego czytania w Sejmie i zawiadamia o tym pełnomocnika
  komitetu.",False
1999_688_15,Ile osób jest wymaganych do utworzenia komitetu inicjatywy ustawodawczej?,"1.Wydatki związane z wykonywaniem inicjatywy ustawodawczej przez obywateli
  pokrywa komitet.
2. Komitet może organizować zbiórki publiczne środków finansowych na cele
  związane z wykonywaniem obywatelskiej inicjatywy ustawodawczej, na zasadach
  i w trybie określonych w przepisach ustawy z dnia 15 marca 1933 r. o
  zbiórkach publicznych (Dz.U. Nr 22, poz. 162, z 1948 r. Nr 36, poz. 250, z
  1971 r. Nr 12, poz. 115, z 1989 r. Nr 29, poz. 154, z 1990 r. Nr 34, poz.
  198 oraz z 1998 r. Nr 106, poz. 668).
3. Organizowanie zbiórki publicznej nie wymaga pozwolenia.",False
1999_688_17,Ile osób jest wymaganych do utworzenia komitetu inicjatywy ustawodawczej?,"1. Finansowanie wykonywania inicjatywy ustawodawczej przez obywateli jest
  jawne.
2. Pełnomocnik komitetu jest obowiązany do złożenia ministrowi właściwemu do
  spraw finansów publicznych sprawozdania finansowego o źródłach pozyskanych
  funduszy na cele inicjatywy ustawodawczej w terminie 3 miesięcy od dnia
  wniesienia do Marszałka Sejmu projektu ustawy, o którym mowa w art. 10 ust.
  1, lub postanowienia Sądu Najwyższego, o którym mowa w art. 12 ust. 3, a w
  wypadku wcześniejszego rozwiązania komitetu w terminie 3 miesięcy od dnia
  jego rozwiązania.
3. Wzór sprawozdania finansowego i szczegółowy zakres zawartych w nim
  informacji określa, w drodze rozporządzenia, minister właściwy do spraw
  finansów publicznych.
4. Sprawozdanie finansowe pełnomocnik komitetu podaje do publicznej
  wiadomości w dzienniku o zasięgu ogólnokrajowym w terminie, o którym mowa w
  ust. 2.
5. Pełnomocnik komitetu jest obowiązany do przechowywania dokumentów
  związanych z finansowaniem wykonywania inicjatywy ustawodawczej przez okres
  12 miesięcy od dnia publikacji sprawozdania finansowego.
6. Pełnomocnik komitetu, w wypadku uzyskania nadwyżki pozyskanych funduszy na
  cele inicjatywy ustawodawczej nad poniesionymi wydatkami, jest obowiązany
  przekazać tę nadwyżkę instytucji charytatywnej. Informację o przekazaniu
  nadwyżki zamieszcza się w sprawozdaniu finansowym.",False
2001_499_160,Ile podpisów wyrażających poparcie należy zebrać w celu rejestracji listy kandydatów na radnych?,"1. Wyborca głosuje tylko na jedną listę okręgową, stawiając na karcie do
  głosowania znak ""x"" w kratce z lewej strony obok nazwiska jednego z
  kandydatów z tej listy, przez co wskazuje jego pierwszeństwo do uzyskania
  mandatu.
2. Za  nieważny uznaje się głos, jeżeli na karcie do głosowania postawiono
  znak ""x"" w kratce z lewej strony obok nazwisk dwóch lub większej liczby
  kandydatów z różnych list okręgowych albo nie postawiono tego znaku w
  kratce z lewej strony obok nazwiska żadnego kandydata z którejkolwiek z
  list, z zastrzeżeniem ust. 4.
3. Za nieważny uznaje się głos, jeżeli na karcie do głosowania znak ""x""
  postawiono w kratce z lewej strony wyłącznie obok nazwiska kandydata
  umieszczonego na liście okręgowej, której rejestracja została unieważniona.
4. Jeżeli na karcie do głosowania znak ""x"" postawiono w kratce z lewej
  strony wyłącznie obok nazwiska kandydata z jednej tylko listy okręgowej, a
  nazwisko tego kandydata zostało z tej listy skreślone, to głos taki uznaje
  się za ważny i oddany na tę listę.
5. Jeżeli na karcie do głosowania znak ""x"" postawiono w kratce z lewej
  strony obok nazwisk dwóch lub większej liczby kandydatów z tej samej listy
  okręgowej, to głos taki uważa się za głos ważnie oddany na wskazaną listę
  okręgową z przyznaniem pierwszeństwa do uzyskania mandatu kandydatowi na
  posła, którego nazwisko na tej liście umieszczone jest w pierwszej
  kolejności.",False
2001_499_153,Ile podpisów wyrażających poparcie należy zebrać w celu rejestracji listy kandydatów na radnych?,"1. Okręgowa komisja wyborcza skreśla z zarejestrowanej listy okręgowej
  nazwisko kandydata na posła, który zmarł, utracił prawo wybieralności lub
  złożył komisji oświadczenie na piśmie o wycofaniu zgody na kandydowanie.
2. Jeżeli skreślenie nazwiska kandydata z zarejestrowanej listy nastąpiło
  wskutek śmierci kandydata i powoduje, że na liście tej pozostaje mniej
  kandydatów niż liczba posłów wybieranych w okręgu wyborczym, komisja
  zawiadamia osobę zgłaszającą  listę o możliwości zgłoszenia nowego
  kandydata. Uzupełnienia listy dokonuje się najpóźniej w 15 dniu przed dniem
  wyborów; w takim wypadku przepisu art. 142 ust. 1 nie stosuje się.
3. Jeżeli skreślenie nazwiska kandydata z listy nastąpiło z innej przyczyny
  niż śmierć kandydata lub lista nie została uzupełniona z uwzględnieniem
  terminu, o którym mowa w ust. 2, a na liście pozostaje mniej kandydatów niż
  liczba posłów wybieranych w okręgu wyborczym, komisja unieważnia
  rejestrację tej listy. Od postanowienia wydanego w tej sprawie nie
  przysługuje środek prawny.
4. W razie rozwiązania komitetu wyborczego w trybie, o którym mowa w art.
  106 ust. 3, okręgowa komisja wyborcza unieważnia rejestrację listy tego
  komitetu. Przepis ust. 3 zdanie drugie stosuje się odpowiednio.
5. O skreśleniu kandydata i postanowieniach, o których mowa w ust. 2-4,
  okręgowa komisja wyborcza zawiadamia niezwłocznie osobę zgłaszającą listę i
  Państwową Komisję Wyborczą oraz wyborców, w formie obwieszczenia.",False
2001_499_144,Ile podpisów wyrażających poparcie należy zebrać w celu rejestracji listy kandydatów na radnych?,"1. Zgłoszenie listy okręgowej powinno zawierać nazwisko, imię (imiona),
  zawód i miejsce zamieszkania każdego z kandydatów. Nazwiska kandydatów
  umieszcza się na liście w kolejności ustalonej przez komitet wyborczy.
2. Kandydata oznacza się nazwą lub skrótem nazwy tej partii politycznej,
  której jest członkiem (nie więcej niż 40 znaków drukarskich).
3. Osoba zgłaszająca listę może wnosić o oznaczenie kandydata, który nie
  należy do żadnej partii politycznej, tylko jedną nazwą lub skrótem nazwy
  partii popierającej danego kandydata; przepis ust. 2 stosuje się
  odpowiednio. Fakt poparcia kandydata powinien być potwierdzony pisemnie
  przez właściwy statutowy organ partii. Wniosek wraz z potwierdzeniem składa
  się ze zgłoszeniem listy.
4. W zgłoszeniu osoba zgłaszająca listę może wskazać skrót nazwy komitetu
  wyborczego, którym należy oznaczyć zarejestrowaną listę na urzędowych
  obwieszczeniach oraz na karcie do głosowania.
5. Do zgłoszenia każdej listy należy dołączyć:
   1) oświadczenie o liczbie podpisów wyborców popierających listę wraz z
     wykazem podpisów wyborców popierających listę bądź zaświadczenie
     Państwowej Komisji Wyborczej, o którym mowa w art. 142 ust. 3,
   2) pisemną zgodę kandydata na kandydowanie z danej listy okręgowej. Zgoda
     kandydata na kandydowanie w wyborach powinna zawierać dane: imię
     (imiona), nazwisko i wiek oraz numer ewidencyjny PESEL kandydata, a
     także wskazanie jego ewentualnej przynależności do partii politycznej;
     zgodę na kandydowanie kandydat opatruje datą i własnoręcznym podpisem,
   3) oświadczenie, o którym mowa w art. 6 ust. 1 ustawy z dnia 11 kwietnia
     1997 r. o ujawnieniu pracy lub służby w organach bezpieczeństwa państwa
     lub współpracy z nimi w latach 1944-1990 osób pełniących funkcje
     publiczne (Dz.U. z 1999 r. Nr 42, poz. 428, Nr 57, poz. 618, Nr 62, poz.
     681 i Nr 63, poz. 701 oraz z 2000 r. Nr 43, poz. 488), lub informację o
     uprzednim złożeniu takiego oświadczenia w związku z kandydowaniem na
     funkcję publiczną, z którym związany był obowiązek złożenia
     oświadczenia.
6. Po dokonaniu zgłoszenia uzupełnianie listy o nazwiska kandydatów lub
  zmiany kandydatów albo ich kolejności na liście bądź też zmiana oznaczenia,
  o którym mowa w ust. 3, są niedopuszczalne.",False
2001_499_147,Ile podpisów wyrażających poparcie należy zebrać w celu rejestracji listy kandydatów na radnych?,"1. Okręgowa komisja wyborcza rejestruje listę okręgową zgłoszoną zgodnie z
  przepisami ustawy, sporządzając protokół rejestracji. Po jednym egzemplarzu
  protokołu doręcza się osobie zgłaszającej listę oraz przesyła Państwowej
  Komisji Wyborczej wraz z oświadczeniami kandydatów na posłów lub
  informacjami, o których mowa w art. 144 ust. 5 pkt 3.
2. Jeżeli zgłoszenie ma wady inne niż brak wymaganej liczby prawidłowo
  złożonych podpisów wyborców, komisja wzywa osobę zgłaszającą listę do ich
  usunięcia w terminie 3 dni. W wypadku nieusunięcia wady w terminie komisja
  postanawia o odmowie rejestracji listy w całości lub co do poszczególnych
  kandydatów. W razie odmowy rejestracji w odniesieniu do niektórych
  kandydatów listę, z zastrzeżeniem przepisu art. 143 ust. 2, rejestruje się
  w zakresie nieobjętym odmową.
3. Postanowienie okręgowej komisji wyborczej o odmowie rejestracji, o którym
  mowa w ust. 2, wraz z uzasadnieniem doręcza się niezwłocznie osobie
  zgłaszającej listę. Od postanowienia osobie zgłaszającej listę przysługuje
  prawo odwołania do Państwowej Komisji Wyborczej w terminie 3 dni od dnia
  doręczenia. Od postanowienia wydanego w wyniku rozpatrzenia odwołania nie
  przysługuje środek prawny.",False
1998_602_144,Ile podpisów wyrażających poparcie należy zebrać w celu rejestracji listy kandydatów na radnych?,"1. W razie zarządzenia wyborów do rad powiatów na ten sam dzień, na który
  zarządzono wybory do rad gmin, komitety wyborcze zgłaszające listy
  kandydatów w wyborach do rad powiatów mogą zgłaszać również listy
  kandydatów na radnych do rad gmin. Przepisy art. 96 ust. 1 stosuje się
  odpowiednio.
2. Każdy komitet wyborczy może zgłosić do danego okręgu tylko jedną listę
  kandydatów.
                                     
                                Rozdział 24
                            Karty do głosowania",False
1998_602_165,Ile podpisów wyrażających poparcie należy zebrać w celu rejestracji listy kandydatów na radnych?,"1. Do zgłaszania i rejestrowania list kandydatów na radnych stosuje się
  odpowiednio przepisy dotyczące zgłaszania i rejestrowania list kandydatów
  do rad gmin w gminach liczących powyżej 20000 mieszkańców.
2. Każda zgłaszana lista kandydatów powinna być poparta podpisami co
  najmniej 300 wyborców.
3. Listy kandydatów, odrębnie dla każdego okręgu wyborczego, zgłasza się
  do wojewódzkiej komisji wyborczej.",True
2001_749_53,Jaka jest wysokość świadczenia socjalnego dla pracownika korzystającego z urlopu kolejowego?,"Pracownik korzystający z urlopu kolejowego, o którym mowa w art. 51 ust. 1,
nie może korzystać z uprawnień, o których mowa w art. 49 i art. 56.",False
2003_2081_144,Jaka jest wysokość świadczenia socjalnego dla pracownika korzystającego z urlopu kolejowego?,"37) art. 153 otrzymuje brzmienie:
   ""Art. 153. § 1. Pracownik podejmujący pracę po raz pierwszy, w roku
             kalendarzowym, w którym podjął pracę, uzyskuje prawo do urlopu z
             upływem każdego miesiąca pracy, w wymiarze 1/12 wymiaru urlopu
             przysługującego mu po przepracowaniu roku.
        § 2. Prawo do kolejnych urlopów pracownik nabywa w każdym następnym
           roku kalendarzowym."";
38) art. 154 otrzymuje brzmienie:
  ""Art. 154. § 1. Wymiar urlopu wynosi:
           1) 20 dni - jeżeli pracownik jest zatrudniony krócej niż 10 lat,
           2) 26 dni - jeżeli pracownik jest zatrudniony co najmniej 10 lat.
        § 2. Wymiar urlopu dla pracownika zatrudnionego w niepełnym wymiarze
           czasu pracy ustala się proporcjonalnie do wymiaru czasu pracy tego
           pracownika, biorąc za podstawę wymiar urlopu określony w § 1;
           niepełny dzień urlopu zaokrągla się w górę do pełnego dnia.
        § 3. Wymiar urlopu w danym roku kalendarzowym, ustalony na podstawie §
           1 i 2, nie może przekroczyć wymiaru określonego w § 1."";
39) w art. 154{1} dotychczasową treść oznacza się jako § 1 i dodaje się § 2 w
  brzmieniu:
     ""§ 2. W przypadku jednoczesnego pozostawania w dwóch lub więcej
       stosunkach pracy wliczeniu podlega także okres poprzedniego
       niezakończonego zatrudnienia w części przypadającej przed nawiązaniem
       drugiego lub kolejnego stosunku pracy."";
40) po art. 154{1} dodaje się art. 154{2} w brzmieniu:
   ""Art. 154{2}. § 1. Urlopu udziela się w dni, które są dla pracownika dniami
             pracy, zgodnie z obowiązującym go rozkładem czasu pracy, w
             wymiarze godzinowym, odpowiadającym dobowemu wymiarowi czasu
             pracy pracownika w danym dniu, z zastrzeżeniem § 4.
        § 2. Przy udzielaniu urlopu zgodnie z § 1, jeden dzień urlopu
           odpowiada 8 godzinom pracy.
        § 3. Przepis § 1 i 2 stosuje się odpowiednio do pracownika, dla
           którego dobowa norma czasu pracy, wynikająca z odrębnych przepisów,
           jest niższa niż 8 godzin.
        § 4. Udzielenie pracownikowi urlopu w dniu pracy w wymiarze godzinowym
           odpowiadającym części dobowego wymiaru czasu pracy jest
           dopuszczalne jedynie w przypadku, gdy część urlopu pozostała do
           wykorzystania jest niższa niż pełny dobowy wymiar czasu pracy
           pracownika w dniu, na który ma być udzielony urlop."";
41) uchyla się art. 159;
42) w art. 171:
   a) § 1 otrzymuje brzmienie:
      ""§ 1. W przypadku niewykorzystania przysługującego urlopu w całości lub
          w części z powodu rozwiązania lub wygaśnięcia stosunku pracy
          pracownikowi przysługuje ekwiwalent pieniężny."",
   b) uchyla się § 2;
43) w art. 172 zdanie pierwsze otrzymuje brzmienie:
   ""Za czas urlopu pracownikowi przysługuje wynagrodzenie, jakie by otrzymał,
     gdyby w tym czasie pracował."";
44) po art. 172 dodaje się art. 172{1} w brzmieniu:
  ""Art. 172{1}. § 1. Jeżeli pracodawca na podstawie odrębnych przepisów jest
             obowiązany objąć pracownika ubezpieczeniem gwarantującym mu
             otrzymanie świadczenia pieniężnego za czas urlopu, pracownikowi
             nie przysługuje wynagrodzenie przewidziane w art. 172 lub
             ekwiwalent pieniężny, o którym mowa w art. 171.
        § 2. Jeżeli świadczenie pieniężne za czas urlopu, o którym mowa w § 1,
           jest niższe od wynagrodzenia przewidzianego w art. 172 lub od
           ekwiwalentu pieniężnego, o którym mowa w art. 171, pracodawca jest
           obowiązany wypłacić pracownikowi kwotę stanowiącą różnicę między
           tymi należnościami."";
45) art. 178 otrzymuje brzmienie:
   ""Art. 178. § 1. Pracownicy w ciąży nie wolno zatrudniać w godzinach
             nadliczbowych ani w porze nocnej. Pracownicy w ciąży nie wolno
             bez jej zgody delegować poza stałe miejsce pracy ani zatrudniać
             w systemie czasu pracy, o którym mowa w art. 139.
        § 2. Pracownika opiekującego się dzieckiem do ukończenia przez nie 4
           roku życia nie wolno bez jego zgody zatrudniać w godzinach
           nadliczbowych, w porze nocnej, w systemie czasu pracy, o którym
           mowa w art. 139, jak również delegować poza stałe miejsce pracy."";
46) po art. 178 dodaje się art. 178{1} w brzmieniu:
   ""Art. 178{1}. Pracodawca zatrudniający pracownicę w porze nocnej jest
           obowiązany na okres jej ciąży zmienić rozkład czasu pracy w sposób
           umożliwiający wykonywanie pracy poza porą nocną, a jeżeli jest to
           niemożliwe lub niecelowe, przenieść pracownicę do innej pracy,
           której wykonywanie nie wymaga pracy w porze nocnej; w razie braku
           takich możliwości pracodawca jest obowiązany zwolnić pracownicę na
           czas niezbędny z obowiązku świadczenia pracy. Przepis art. 179 § 46
stosuje się odpowiednio."";
47) w art. 179 § 3 otrzymuje brzmienie:
      ""§ 3. Przepis § 2 stosuje się odpowiednio do pracodawcy w przypadku, gdy
         przeciwwskazania zdrowotne do wykonywania dotychczasowej pracy przez
         pracownicę w ciąży lub karmiącą dziecko piersią wynikają z
         orzeczenia lekarskiego."";
48) w art. 180 § 2 otrzymuje brzmienie:
  ""§ 2. Pracownicy, która wychowuje dziecko przysposobione lub która przyjęła
     dziecko na wychowanie jako rodzina zastępcza, z wyjątkiem rodziny
     zastępczej pełniącej zadania pogotowia rodzinnego, przysługuje urlop
     macierzyński w wymiarze 18 tygodni również przy pierwszym porodzie."";
49) art. 183 otrzymuje brzmienie:
      ""Art. 183. § 1. Pracownik, który przyjął dziecko na wychowanie i
             wystąpił do sądu opiekuńczego z wnioskiem o wszczęcie
             postępowania w sprawie przysposobienia dziecka lub który przyjął
             dziecko na wychowanie jako rodzina zastępcza, z wyjątkiem
             rodziny zastępczej pełniącej zadania pogotowia rodzinnego, ma
             prawo do 16 tygodni urlopu na warunkach urlopu macierzyńskiego,
             nie dłużej jednak niż do ukończenia przez dziecko 12 miesięcy
             życia. Przepisy art. 180 § 5-7 stosuje się odpowiednio.
         § 2. Jeżeli pracownik, o którym mowa w § 1, przyjął dziecko w wieku
           do 1 roku, ma prawo do 8 tygodni urlopu na warunkach urlopu
           macierzyńskiego."";
50) art. 186 otrzymuje brzmienie:
   ""Art. 186. § 1. Pracownik zatrudniony co najmniej 6 miesięcy ma prawo do
             urlopu wychowawczego w wymiarze do 3 lat w celu sprawowania
             osobistej opieki nad dzieckiem, nie dłużej jednak niż do
             ukończenia przez nie 4 roku życia. Do sześciomiesięcznego okresu
             zatrudnienia wlicza się poprzednie okresy zatrudnienia.
        § 2. Pracownik mający okres zatrudnienia określony w § 1, bez względu
           na to, czy korzystał z urlopu wychowawczego przewidzianego w tym
           przepisie, może skorzystać z urlopu wychowawczego w wymiarze do 3
           lat, nie dłużej jednak niż do ukończenia przez dziecko 18 roku
           życia, jeżeli z powodu stanu zdrowia potwierdzonego orzeczeniem o
           niepełnosprawności lub stopniu niepełnosprawności dziecko wymaga
           osobistej opieki pracownika.
        § 3. Rodzice lub opiekunowie dziecka spełniający warunki do
           korzystania z urlopu wychowawczego mogą jednocześnie korzystać z
           takiego urlopu przez okres nie przekraczający 3 miesięcy.
        § 4. Urlopu wychowawczego udziela się na wniosek pracownika.
        § 5. Urlop wychowawczy może być wykorzystany najwyżej w 4 częściach."";
51) po art. 186 dodaje się art. 186{1}-186{7} w brzmieniu:
  ""Art. 186{1}. § 1. Pracodawca nie może wypowiedzieć ani rozwiązać umowy o
             pracę w okresie od dnia złożenia przez pracownika wniosku o
             udzielenie urlopu wychowawczego do dnia zakończenia tego urlopu.
             Rozwiązanie przez pracodawcę umowy w tym czasie jest
             dopuszczalne tylko w razie ogłoszenia upadłości lub likwidacji
             pracodawcy, a także gdy zachodzą przyczyny uzasadniające
             rozwiązanie umowy o pracę bez wypowiedzenia z winy pracownika.
        § 2. W przypadku złożenia przez pracownika wniosku o udzielenie urlopu
           wychowawczego po dokonaniu czynności zmierzającej do rozwiązania
           umowy o pracę, umowa rozwiązuje się w terminie wynikającym z tej
           czynności.",False
2001_749_52,Jaka jest wysokość świadczenia socjalnego dla pracownika korzystającego z urlopu kolejowego?,"1. W okresie korzystania z urlopu kolejowego, o którym mowa w art. 51 ust. 1,
  pracownik otrzymuje świadczenie socjalne w wysokości 60% miesięcznego
  ekwiwalentu pieniężnego, obliczanego jak wynagrodzenie za urlop
  wypoczynkowy, pomniejszone o kwotę odprowadzanych składek na ubezpieczenie
  emerytalne, rentowe oraz zdrowotne w części finansowanej przez
  ubezpieczonego.
2. Świadczenie socjalne jest wypłacane miesięcznie, nie później niż w
  terminie wypłaty wynagrodzeń u pracodawcy.
3. Świadczenie socjalne, o którym mowa w ust. 1, podlega waloryzacji w trybie
  i na zasadach dotyczących emerytur.
4. Świadczenie socjalne podlega ochronie prawnej jak wynagrodzenie za pracę zgodnie
z Kodeksem pracy.
5. Kwota świadczenia socjalnego stanowi podstawę wymiaru składek na
  ubezpieczenie emerytalne, rentowe oraz zdrowotne.",True
2001_749_51,Jaka jest wysokość świadczenia socjalnego dla pracownika korzystającego z urlopu kolejowego?,"1. Pracownikowi, zatrudnionemu u pracodawców określonych w art. 48, któremu w
  latach 2000-2001 ze względu na wiek oraz łączny staż pracy, wykonywanej
  stale i w pełnym wymiarze czasu pracy, brakuje nie więcej niż 3 lata do
  nabycia prawa do emerytury, w szczególności do emerytury kolejowej, może być
  przyznane prawo do urlopu kolejowego, w wymiarze do lat 3, pod warunkiem
  złożenia przez pracownika oświadczenia o wyrażeniu zgody na rozwiązanie
  stosunku pracy z dniem zakończenia urlopu kolejowego.
2. Prawo do urlopu kolejowego może być przyznane pracownikowi, który był
  zatrudniony na kolei, w rozumieniu przepisów o emeryturach i rentach z
  Funduszu Ubezpieczeń Społecznych, co najmniej 15 lat, w tym w zakładach
  pracy określonych w art. 48 łącznie i nieprzerwanie co najmniej 5 lat,
  niezależnie od formy stosunku pracy, przed skierowaniem na urlop kolejowy.
3. Decyzję w sprawie skierowania na urlop kolejowy podejmuje pracodawca.
4. Urlop kolejowy może być udzielony przez pracodawcę po ustaleniu przez
  Zakład Ubezpieczeń Społecznych okresów uprawniających pracownika do
  emerytury oraz okresu urlopu kolejowego niezbędnego do nabycia uprawnień
  emerytalnych.
5. Urlop kolejowy przysługuje do dnia nabycia prawa do emerytury.
6. W okresie przebywania na urlopie kolejowym pracownikowi nie przysługuje
  wynagrodzenie.
7. Okres urlopu kolejowego wlicza się do okresu pracy wymaganego do nabycia
  lub zachowania uprawnień pracowniczych oraz okresów składkowych w rozumieniu
  przepisów o zaopatrzeniu emerytalnym pracowników i ich rodzin.
8. Okresu urlopu kolejowego nie wlicza się do:
   1) okresu zatrudnienia, od którego zależy nabycie prawa do urlopu
     kolejowego,
   2) okresu zatrudnienia, od którego zależy nabycie prawa do urlopu
     wypoczynkowego,
   3) stażu pracy określonego w odrębnych przepisach, wymaganego do
     wykonywania niektórych zawodów.
9. Z dniem zakończenia urlopu kolejowego stosunek pracy z pracownikiem
  zostaje rozwiązany.
10. Pracownikowi skierowanemu na urlop kolejowy nie przysługuje odprawa
  pieniężna, określona w art. 8 ust. 1 ustawy, o której mowa w art. 50 ust. 2,
  ani żadne inne świadczenie z tytułu rozwiązania stosunku pracy z przyczyn
  dotyczących zakładu pracy.",False
1997_557_46,Jaki kodeks reguluje zasady przyznawania odprawy pośmiertnej dla rodziny w przypadku śmierci sędziego?,"§ 1. Jeżeli skazany, mimo możliwości, nie uiści grzywny w terminie ani też 
     nie podejmie zastępczej formy jej wykonania określonej w art. 45 i zostanie
     stwierdzone, że nie można jej ściągnąć w drodze egzekucji, sąd 
     orzeka wykonanie zastępczej kary pozbawienia wolności przyjmując, że 
     jeden dzień pozbawienia wolności jest równoważny dwóm stawkom 
     dziennym; kara zastępcza nie może przekraczać 12 miesięcy pozbawienia
     wolności jak również górnej granicy kary pozbawienia wolności, za 
     dane przestępstwo, a jeżeli ustawa nie przewiduje za dane przestępstwo 
     kary pozbawienia wolności, górna granica zastępczej kary pozbawienia 
     wolności nie może przekroczyć 6 miesięcy.
 § 2. W razie gdy grzywna została uiszczona lub ściągnięta w drodze egzekucji
     tylko w części albo tylko w części wykonana w formie pracy społecznie
     użytecznej, sąd określa wymiar zastępczej kary pozbawienia wolności
     według zasad przewidzianych w § 1.
 § 3. Sąd może warunkowo zawiesić wykonanie zastępczej kary pozbawienia 
     wolności na okres próby, który wynosi od roku do 2 lat.",False
2001_1070_80,Jaki kodeks reguluje zasady przyznawania odprawy pośmiertnej dla rodziny w przypadku śmierci sędziego?,"§1. Sędzia nie może być zatrzymany ani pociągnięty do odpowiedzialności karnej
     sądowej lub administracyjnej bez zezwolenia właściwego sądu
     dyscyplinarnego. Nie dotyczy to zatrzymania w razie ujęcia sędziego na
     gorącym uczynku przestępstwa, jeżeli zatrzymanie jest niezbędne do
     zapewnienia prawidłowego toku postępowania. Do czasu wydania uchwały
     zezwalającej na pociągnięcie sędziego do odpowiedzialności karnej sądowej
     lub administracyjnej wolno podejmować tylko czynności niecierpiące zwłoki.
 §2. O zatrzymaniu sędziego niezwłocznie powiadamia się prezesa sądu
     apelacyjnego właściwego ze względu na miejsce zatrzymania. Może on nakazać
     natychmiastowe zwolnienie zatrzymanego sędziego. O fakcie zatrzymania
     sędziego, prezes sądu apelacyjnego niezwłocznie zawiadamia Krajową Radę
     Sądownictwa i Ministra Sprawiedliwości.
 §3. W terminie siedmiu dni od doręczenia uchwały odmawiającej zezwolenia na
     pociągnięcie sędziego do odpowiedzialności karnej sądowej lub
     administracyjnej, organowi lub osobie, która wniosła o zezwolenie oraz
     rzecznikowi dyscyplinarnemu przysługuje zażalenie do sądu dyscyplinarnego
     drugiej instancji. W tym samym terminie sędziemu przysługuje zażalenie na
     uchwałę zezwalającą na pociągnięcie go do odpowiedzialności karnej
     sądowej. Poza tym do postępowania przed sądem dyscyplinarnym w sprawach o
     zezwolenie na pociągnięcie sędziego do odpowiedzialności karnej sądowej
     lub administracyjnej stosuje się przepisy o postępowaniu dyscyplinarnym.
 §4. Orzekając w sprawie, o której mowa w § 1, sąd dyscyplinarny może
     poprzestać na oświadczeniu sędziego, że wnosi o wydanie uchwały o
     zezwoleniu na pociągnięcie go do odpowiedzialności karnej sądowej lub
     administracyjnej.",False
1999_802_59,Jaki kodeks reguluje zasady przyznawania odprawy pośmiertnej dla rodziny w przypadku śmierci sędziego?,"1. W razie śmierci funkcjonariusza celnego, członkom rodziny uprawnionym do
  uzyskania renty rodzinnej w myśl przepisów o emeryturach i rentach z Funduszu
  Ubezpieczeń Społecznych przysługuje odprawa pośmiertna.
2. Odprawę pośmiertną dzieli się w częściach równych pomiędzy wszystkich
  uprawnionych członków rodziny.
3. Wysokość odprawy pośmiertnej ustala się według zasad określonych w art. 58.",False
2001_1070_102,Jaki kodeks reguluje zasady przyznawania odprawy pośmiertnej dla rodziny w przypadku śmierci sędziego?,"§1. W razie śmierci sędziego albo sędziego w stanie spoczynku członkom jego
     rodziny, spełniającym warunki wymagane do uzyskania renty rodzinnej w myśl
     przepisów o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych,
     przysługuje uposażenie rodzinne w wysokości:
   1) dla jednej osoby uprawnionej - 85%,
   2) dla dwóch osób uprawnionych - 90%,
   3) dla trzech lub więcej osób uprawnionych - 95%
  - podstawy wymiaru.
 §2. Podstawę wymiaru uposażenia rodzinnego przysługującego rodzinie stanowi:
   1) w przypadku rodziny zmarłego sędziego w stanie spoczynku - uposażenie,
     jakie przysługiwało w chwili śmierci zmarłemu sędziemu w stanie spoczynku,
     z zastrzeżeniem pkt 2,
   2) w przypadku rodziny zmarłego sędziego albo zmarłego sędziego w stanie
     spoczynku przeniesionego na podstawie art. 100 § 1 - uposażenie, jakie
     przysługiwałoby mu w chwili śmierci zgodnie z art. 100 § 2.
 §3. Do uposażenia, o którym mowa w § 1, stosuje się odpowiednio art. 100 § 3.
 §4. W razie zbiegu prawa do uposażenia rodzinnego z prawem do emerytury lub
     renty, na wniosek uprawnionego, przysługuje albo uposażenie rodzinne, albo
     emerytura lub renta.",False
